"title","author"
"Federalismo, complexo econômico-industrial da saúde e assistência farmacêutica de alto custo no Brasil","Fonseca, Elize Massard da"
"Federalismo, complexo econômico-industrial da saúde e assistência farmacêutica de alto custo no Brasil","Costa, Nilson do Rosario"
"Gastos com planos de saúde das famílias brasileiras: estudo descritivo com dados das Pesquisas de Orçamentos Familiares 2002-2003 e 2008-2009","Garcia, Leila Posenato"
"Gastos com planos de saúde das famílias brasileiras: estudo descritivo com dados das Pesquisas de Orçamentos Familiares 2002-2003 e 2008-2009","Ocké-Reis, Carlos Octávio"
"Gastos com planos de saúde das famílias brasileiras: estudo descritivo com dados das Pesquisas de Orçamentos Familiares 2002-2003 e 2008-2009","Magalhães, Luís Carlos Garcia de"
"Gastos com planos de saúde das famílias brasileiras: estudo descritivo com dados das Pesquisas de Orçamentos Familiares 2002-2003 e 2008-2009","Sant'Anna, Ana Claudia"
"Gastos com planos de saúde das famílias brasileiras: estudo descritivo com dados das Pesquisas de Orçamentos Familiares 2002-2003 e 2008-2009","Freitas, Lúcia Rolim Santana de"
"Gastos com planos de saúde das famílias brasileiras: estudo descritivo com dados das Pesquisas de Orçamentos Familiares 2002-2003 e 2008-2009","Garcia, Leila Posenato"
"Gastos com planos de saúde das famílias brasileiras: estudo descritivo com dados das Pesquisas de Orçamentos Familiares 2002-2003 e 2008-2009","Ocké-Reis, Carlos Octávio"
"Gastos com planos de saúde das famílias brasileiras: estudo descritivo com dados das Pesquisas de Orçamentos Familiares 2002-2003 e 2008-2009","Magalhães, Luís Carlos Garcia de"
"Gastos com planos de saúde das famílias brasileiras: estudo descritivo com dados das Pesquisas de Orçamentos Familiares 2002-2003 e 2008-2009","Sant'Anna, Ana Claudia"
"Gastos com planos de saúde das famílias brasileiras: estudo descritivo com dados das Pesquisas de Orçamentos Familiares 2002-2003 e 2008-2009","Freitas, Lúcia Rolim Santana de"
"Mobilidade social e tabagismo: uma revisão sistemática","Motta, Janaína Vieira dos Santos"
"Mobilidade social e tabagismo: uma revisão sistemática","Lima, Natália Peixoto"
"Mobilidade social e tabagismo: uma revisão sistemática","Olinto, Maria Teresa Anselmo"
"Mobilidade social e tabagismo: uma revisão sistemática","Gigante, Denise Petrucci"
"Mobilidade social e tabagismo: uma revisão sistemática","Motta, Janaína Vieira dos Santos"
"Mobilidade social e tabagismo: uma revisão sistemática","Lima, Natália Peixoto"
"Mobilidade social e tabagismo: uma revisão sistemática","Olinto, Maria Teresa Anselmo"
"Mobilidade social e tabagismo: uma revisão sistemática","Gigante, Denise Petrucci"
"Fatores associados ao consumo de bebidas açucaradas entre pré-escolares brasileiros: inquérito nacional de 2006","Vega, Juliana Bergamo"
"Fatores associados ao consumo de bebidas açucaradas entre pré-escolares brasileiros: inquérito nacional de 2006","Poblacion, Ana Paula"
"Fatores associados ao consumo de bebidas açucaradas entre pré-escolares brasileiros: inquérito nacional de 2006","Taddei, José Augusto de Aguiar Carrazedo"
"Uma análise da prevenção do câncer de mama no Brasil","Rodrigues, Juliana Dantas"
"Uma análise da prevenção do câncer de mama no Brasil","Cruz, Mércia Santos"
"Uma análise da prevenção do câncer de mama no Brasil","Paixão, Adriano Nascimento"
"Estudos de custo-efetividade em saúde no Brasil: uma revisão sistemática","Moraz, Gabriele"
"Estudos de custo-efetividade em saúde no Brasil: uma revisão sistemática","Garcez, Anderson da Silva"
"Estudos de custo-efetividade em saúde no Brasil: uma revisão sistemática","Assis, Eliseu Miranda de"
"Estudos de custo-efetividade em saúde no Brasil: uma revisão sistemática","Santos, Jandira Pereira dos"
"Estudos de custo-efetividade em saúde no Brasil: uma revisão sistemática","Barcellos, Nêmora Tregnago"
"Estudos de custo-efetividade em saúde no Brasil: uma revisão sistemática","Kroeff, Locimara Ramos"
"Fatores sociodemográficos e imagem corporal em adolescentes do ensino médio","Felden, Érico Pereira Gomes"
"Fatores sociodemográficos e imagem corporal em adolescentes do ensino médio","Claumann, Gaia Salvador"
"Fatores sociodemográficos e imagem corporal em adolescentes do ensino médio","Sacomori, Cinara"
"Fatores sociodemográficos e imagem corporal em adolescentes do ensino médio","Daronco, Luciane Sanchotene Etchepare"
"Fatores sociodemográficos e imagem corporal em adolescentes do ensino médio","Cardoso, Fernando Luiz"
"Fatores sociodemográficos e imagem corporal em adolescentes do ensino médio","Pelegrini, Andreia"
"Relação entre condição gengival e fatores sociodemográficos de adolescentes residentes em uma região brasileira","Fonseca, Emilio Prado"
"Relação entre condição gengival e fatores sociodemográficos de adolescentes residentes em uma região brasileira","Ferreira, Efigênia Ferreira e"
"Relação entre condição gengival e fatores sociodemográficos de adolescentes residentes em uma região brasileira","Abreu, Mauro Henrique Nogueira Guimarães"
"Relação entre condição gengival e fatores sociodemográficos de adolescentes residentes em uma região brasileira","Palmier, Andréa Clemente"
"Relação entre condição gengival e fatores sociodemográficos de adolescentes residentes em uma região brasileira","Vargas, Andréa Maria Duarte"
"Autoavaliação negativa de saúde em idosos de cidades com diferentes níveis de bem-estar econômico: dados do Estudo FIBRA","Mantovani, Efigênia Passarelli"
"Autoavaliação negativa de saúde em idosos de cidades com diferentes níveis de bem-estar econômico: dados do Estudo FIBRA","Lucca, Sérgio Roberto de"
"Autoavaliação negativa de saúde em idosos de cidades com diferentes níveis de bem-estar econômico: dados do Estudo FIBRA","Neri, Anita Liberalesso"
"Autoavaliação negativa de saúde em idosos de cidades com diferentes níveis de bem-estar econômico: dados do Estudo FIBRA","Mantovani, Efigênia Passarelli"
"Autoavaliação negativa de saúde em idosos de cidades com diferentes níveis de bem-estar econômico: dados do Estudo FIBRA","Lucca, Sérgio Roberto de"
"Autoavaliação negativa de saúde em idosos de cidades com diferentes níveis de bem-estar econômico: dados do Estudo FIBRA","Neri, Anita Liberalesso"
"Custo das doenças atribuíveis a fatores ambientais na cidade de Manaus, Amazonas, Brasil","Medeiros, Marcilio Sandro de"
"Custo das doenças atribuíveis a fatores ambientais na cidade de Manaus, Amazonas, Brasil","Sacramento, Daniel Souza"
"Custo das doenças atribuíveis a fatores ambientais na cidade de Manaus, Amazonas, Brasil","Hurtado-Guerrero, José Camilo"
"Custo das doenças atribuíveis a fatores ambientais na cidade de Manaus, Amazonas, Brasil","Ortiz, Ramon Arigoni"
"Custo das doenças atribuíveis a fatores ambientais na cidade de Manaus, Amazonas, Brasil","Fenner, André Luiz Dutra"
"Estudo ecológico sobre suicídio e homicídio no Brasil","Bando, Daniel Hideki"
"Estudo ecológico sobre suicídio e homicídio no Brasil","Lester, David"
"Fatores associados ao excesso de peso em adultos usuários de restaurantes populares em Belo Horizonte, Brasil","Machado, Ísis Eloah"
"Fatores associados ao excesso de peso em adultos usuários de restaurantes populares em Belo Horizonte, Brasil","Pereira, Simone Cardoso Lisboa"
"Fatores associados ao excesso de peso em adultos usuários de restaurantes populares em Belo Horizonte, Brasil","Dias Júnior, Cláudio Santiago"
"Fatores associados ao excesso de peso em adultos usuários de restaurantes populares em Belo Horizonte, Brasil","Abreu, Mery Natali Silva"
"Fatores associados ao excesso de peso em adultos usuários de restaurantes populares em Belo Horizonte, Brasil","Borges, Angélica Marques"
"Fatores associados ao excesso de peso em adultos usuários de restaurantes populares em Belo Horizonte, Brasil","Filgueiras, Jullyane Hott"
"Há irracionalidades no consumo de inibidores de apetite no Brasil? Uma análise farmacoeconométrica de dados em painel","Mota, Daniel Marques"
"Há irracionalidades no consumo de inibidores de apetite no Brasil? Uma análise farmacoeconométrica de dados em painel","Oliveira, Márcia Gonçalves de"
"Há irracionalidades no consumo de inibidores de apetite no Brasil? Uma análise farmacoeconométrica de dados em painel","Bovi, Rafael Filiacci"
"Há irracionalidades no consumo de inibidores de apetite no Brasil? Uma análise farmacoeconométrica de dados em painel","Silva, Sidarta Figueredo"
"Há irracionalidades no consumo de inibidores de apetite no Brasil? Uma análise farmacoeconométrica de dados em painel","Cunha, Jeane Araújo Fernandes"
"Há irracionalidades no consumo de inibidores de apetite no Brasil? Uma análise farmacoeconométrica de dados em painel","Divino, José Angelo"
"Prevalência e fatores associados à Insegurança Alimentar e Nutricional em famílias dos municípios do norte de Alagoas, Brasil, 2010","Ferreira, Haroldo da Silva"
"Prevalência e fatores associados à Insegurança Alimentar e Nutricional em famílias dos municípios do norte de Alagoas, Brasil, 2010","Souza, Maria Eduarda Di Cavalcanti Alves de"
"Prevalência e fatores associados à Insegurança Alimentar e Nutricional em famílias dos municípios do norte de Alagoas, Brasil, 2010","Moura, Fabiana Andréa"
"Prevalência e fatores associados à Insegurança Alimentar e Nutricional em famílias dos municípios do norte de Alagoas, Brasil, 2010","Horta, Bernardo Lessa"
"Variáveis de impacto na queda da mortalidade infantil no Estado de São Paulo, Brasil, no período de 1998 a 2008","Lourenço, Eloisio do Carmo"
"Variáveis de impacto na queda da mortalidade infantil no Estado de São Paulo, Brasil, no período de 1998 a 2008","Guerra, Luciane Miranda"
"Variáveis de impacto na queda da mortalidade infantil no Estado de São Paulo, Brasil, no período de 1998 a 2008","Tuon, Rogerio Antonio"
"Variáveis de impacto na queda da mortalidade infantil no Estado de São Paulo, Brasil, no período de 1998 a 2008","Vidal e Silva, Sandra Maria Cunha"
"Variáveis de impacto na queda da mortalidade infantil no Estado de São Paulo, Brasil, no período de 1998 a 2008","Ambrosano, Glaucia Maria Bovi"
"Variáveis de impacto na queda da mortalidade infantil no Estado de São Paulo, Brasil, no período de 1998 a 2008","Corrente, José Eduardo"
"Variáveis de impacto na queda da mortalidade infantil no Estado de São Paulo, Brasil, no período de 1998 a 2008","Cortellazzi, Karine Laura"
"Variáveis de impacto na queda da mortalidade infantil no Estado de São Paulo, Brasil, no período de 1998 a 2008","Vazquez, Fabiana de Lima"
"Variáveis de impacto na queda da mortalidade infantil no Estado de São Paulo, Brasil, no período de 1998 a 2008","Meneghim, Marcelo de Castro"
"Variáveis de impacto na queda da mortalidade infantil no Estado de São Paulo, Brasil, no período de 1998 a 2008","Pereira, Antonio Carlos"
"Implicações do desenvolvimento econômico no trabalho, ambiente e saúde em comunidades portuárias no Ceará, Brasil","Bezerra, Maria das Graças Viana"
"Implicações do desenvolvimento econômico no trabalho, ambiente e saúde em comunidades portuárias no Ceará, Brasil","Rigotto, Raquel Maria"
"Implicações do desenvolvimento econômico no trabalho, ambiente e saúde em comunidades portuárias no Ceará, Brasil","Pessoa, Vanira Matos"
"Implicações do desenvolvimento econômico no trabalho, ambiente e saúde em comunidades portuárias no Ceará, Brasil","Silva, Flora Viana Elizeu da"
"Gastos com saúde das famílias brasileiras residentes em regiões metropolitanas: composição e evolução no período 1995-2009","Garcia, Leila Posenato"
"Gastos com saúde das famílias brasileiras residentes em regiões metropolitanas: composição e evolução no período 1995-2009","Sant'Anna, Ana Cláudia"
"Gastos com saúde das famílias brasileiras residentes em regiões metropolitanas: composição e evolução no período 1995-2009","Magalhães, Luís Carlos Garcia de"
"Gastos com saúde das famílias brasileiras residentes em regiões metropolitanas: composição e evolução no período 1995-2009","Aurea, Adriana Pacheco"
"Gastos com saúde das famílias brasileiras residentes em regiões metropolitanas: composição e evolução no período 1995-2009","Garcia, Leila Posenato"
"Gastos com saúde das famílias brasileiras residentes em regiões metropolitanas: composição e evolução no período 1995-2009","Sant'Anna, Ana Cláudia"
"Gastos com saúde das famílias brasileiras residentes em regiões metropolitanas: composição e evolução no período 1995-2009","Magalhães, Luís Carlos Garcia de"
"Gastos com saúde das famílias brasileiras residentes em regiões metropolitanas: composição e evolução no período 1995-2009","Aurea, Adriana Pacheco"
"Os Governos FHC e Lula e a política para a força de trabalho civil do Governo Central Brasileiro","Costa, Nilson do Rosario"
"Os Governos FHC e Lula e a política para a força de trabalho civil do Governo Central Brasileiro","Lamarca, Isabel"
"Suficiência de renda percebida por pessoas idosas no Município de São Paulo/Brasil","Bento, Jorge Avelino"
"Suficiência de renda percebida por pessoas idosas no Município de São Paulo/Brasil","Lebrão, Maria Lúcia"
"Perfil das hospitalizações e fatores associados em idosos usuários do SUS","Pagotto, Valéria"
"Perfil das hospitalizações e fatores associados em idosos usuários do SUS","Silveira, Erika Aparecida"
"Perfil das hospitalizações e fatores associados em idosos usuários do SUS","Velasco, Wisley Donizetti"
"Prevalência de anemia e sua associação com aspectos sociodemográficos e antropométricos em crianças de Vitória, Espírito Santo, Brasil","Oliveira, Ana Paula Della Nina de"
"Prevalência de anemia e sua associação com aspectos sociodemográficos e antropométricos em crianças de Vitória, Espírito Santo, Brasil","Pascoal, Mariana Nunes"
"Prevalência de anemia e sua associação com aspectos sociodemográficos e antropométricos em crianças de Vitória, Espírito Santo, Brasil","Santos, Luana Caroline dos"
"Prevalência de anemia e sua associação com aspectos sociodemográficos e antropométricos em crianças de Vitória, Espírito Santo, Brasil","Pereira, Simone Cardoso Lisboa"
"Prevalência de anemia e sua associação com aspectos sociodemográficos e antropométricos em crianças de Vitória, Espírito Santo, Brasil","Justino, Liusani Elizia Honório"
"Prevalência de anemia e sua associação com aspectos sociodemográficos e antropométricos em crianças de Vitória, Espírito Santo, Brasil","Petarli, Glenda Blaser"
"Prevalência de anemia e sua associação com aspectos sociodemográficos e antropométricos em crianças de Vitória, Espírito Santo, Brasil","Kitoko, Pedro Makumbundu"
"Prevalência e fatores associados ao consumo abusivo e à dependência de álcool","Ferreira, Luciano Nery"
"Prevalência e fatores associados ao consumo abusivo e à dependência de álcool","Bispo Júnior, José Patrício"
"Prevalência e fatores associados ao consumo abusivo e à dependência de álcool","Sales, Zenilda Nogueira"
"Prevalência e fatores associados ao consumo abusivo e à dependência de álcool","Casotti, Cezar Augusto"
"Prevalência e fatores associados ao consumo abusivo e à dependência de álcool","Braga Junior, Antonio Carlos Ricardo"
"Avaliação em Saúde e Avaliação Econômica em Saúde: introdução ao debate sobre seus pontos de interseção","Sancho, Leyla Gomes"
"Avaliação em Saúde e Avaliação Econômica em Saúde: introdução ao debate sobre seus pontos de interseção","Dain, Sulamis"
"Avaliação em Saúde e Avaliação Econômica em Saúde: introdução ao debate sobre seus pontos de interseção","Sancho, Leyla Gomes"
"Avaliação em Saúde e Avaliação Econômica em Saúde: introdução ao debate sobre seus pontos de interseção","Dain, Sulamis"
"Despesa pública municipal com saúde em Pernambuco, Brasil, de 2000 a 2007","Espírito Santo, Antônio Carlos Gomes do"
"Despesa pública municipal com saúde em Pernambuco, Brasil, de 2000 a 2007","Fernando, Virgínia Conceição Nascimento"
"Despesa pública municipal com saúde em Pernambuco, Brasil, de 2000 a 2007","Bezerra, Adriana Falangola Benjamin"
"Perfil do idoso dependente de cuidado domiciliar em comunidades de baixo nível socioeconômico de Porto Alegre, Rio Grande do Sul","Del Duca, Giovâni Firpo"
"Perfil do idoso dependente de cuidado domiciliar em comunidades de baixo nível socioeconômico de Porto Alegre, Rio Grande do Sul","Martinez, Aline de Deus"
"Perfil do idoso dependente de cuidado domiciliar em comunidades de baixo nível socioeconômico de Porto Alegre, Rio Grande do Sul","Bastos, Gisele Alsina Nader"
"Saúde e economia verde: desafios para o desenvolvimento sustentável e erradicação da pobreza","Gallo, Edmundo"
"Saúde e economia verde: desafios para o desenvolvimento sustentável e erradicação da pobreza","Setti, Andréia Faraoni Freitas"
"Saúde e economia verde: desafios para o desenvolvimento sustentável e erradicação da pobreza","Magalhães, Danielly de Paiva"
"Saúde e economia verde: desafios para o desenvolvimento sustentável e erradicação da pobreza","Machado, Jorge Mesquita Huet"
"Saúde e economia verde: desafios para o desenvolvimento sustentável e erradicação da pobreza","Buss, Daniel Forsin"
"Saúde e economia verde: desafios para o desenvolvimento sustentável e erradicação da pobreza","Franco Netto, Francisco de Abreu"
"Saúde e economia verde: desafios para o desenvolvimento sustentável e erradicação da pobreza","Buss, Paulo Marchiori"
"Governança ambiental e economia verde","Jacobi, Pedro Roberto"
"Governança ambiental e economia verde","Sinisgalli, Paulo Antonio de Almeida"
"Governança ambiental e economia verde","Jacobi, Pedro Roberto"
"Governança ambiental e economia verde","Sinisgalli, Paulo Antonio de Almeida"
"Governança em saúde e ambiente para o desenvolvimento sustentável","Buss, Paulo Marchiori"
"Governança em saúde e ambiente para o desenvolvimento sustentável","Machado, Jorge Mesquita Huet"
"Governança em saúde e ambiente para o desenvolvimento sustentável","Gallo, Edmundo"
"Governança em saúde e ambiente para o desenvolvimento sustentável","Magalhães, Danielly de Paiva"
"Governança em saúde e ambiente para o desenvolvimento sustentável","Setti, Andréia Faraoni Freitas"
"Governança em saúde e ambiente para o desenvolvimento sustentável","Franco Netto, Francisco de Abreu"
"Governança em saúde e ambiente para o desenvolvimento sustentável","Buss, Daniel Forsin"
"Vulnerabilidade social, individual e programática em idosos da comunidade: dados do estudo FIBRA, Campinas, SP, Brasil","Rodrigues, Natália Oliveira"
"Vulnerabilidade social, individual e programática em idosos da comunidade: dados do estudo FIBRA, Campinas, SP, Brasil","Neri, Anita Liberalesso"
"Estudo ecológico sobre o desenvolvimento da saúde no Brasil","Brevidelli, Maria Meimei"
"Estudo ecológico sobre o desenvolvimento da saúde no Brasil","Freitas, Fernando Celso Garcia de"
"Desigualdades na mortalidade por doenças cardiovasculares em pequenos municípios","Medeiros, Cássia Regina Gotler"
"Desigualdades na mortalidade por doenças cardiovasculares em pequenos municípios","Meneghel, Stela Nazareth"
"Desigualdades na mortalidade por doenças cardiovasculares em pequenos municípios","Gerhardt, Tatiana Engel"
"Condições socioeconômicas e câncer de cabeça e pescoço: uma revisão sistemática de literatura","Boing, Antonio Fernando"
"Condições socioeconômicas e câncer de cabeça e pescoço: uma revisão sistemática de literatura","Antunes, José Leopoldo Ferreira"
"Impactos socioeconômicos de uma doença emergente","Grisotti, Márcia"
"Impactos socioeconômicos de uma doença emergente","Ávila-Pires, Fernando Dias de"
"Planejamento familiar na perspectiva do desenvolvimento","Santos, Júlio César dos"
"Planejamento familiar na perspectiva do desenvolvimento","Freitas, Patrícia Martins de"
"Incapacidade funcional em mulheres idosas de baixa renda","Virtuoso Júnior, Jair Sindra"
"Incapacidade funcional em mulheres idosas de baixa renda","Guerra, Ricardo Oliveira"
"Estudo da demanda ambulatorial da clínica de odontologia da Universidade do Estado do Amazonas","Sponchiado Júnior, Emílio Carlos"
"Estudo da demanda ambulatorial da clínica de odontologia da Universidade do Estado do Amazonas","Souza, Torricelly Barreto de"
"Avaliação de desempenho econômico-financeiro dos serviços de saúde: os reflexos das políticas operacionais no setor hospitalar","Bonacim, Carlos Alberto Grespan"
"Avaliação de desempenho econômico-financeiro dos serviços de saúde: os reflexos das políticas operacionais no setor hospitalar","Araujo, Adriana Maria Procópio de"
"Validação da versão brasileira do questionário genérico de qualidade de vida short-form 6 dimensions (SF-6D Brasil)","Campolina, Alessandro Gonçalves"
"Validação da versão brasileira do questionário genérico de qualidade de vida short-form 6 dimensions (SF-6D Brasil)","Bortoluzzo, Adriana Bruscato"
"Validação da versão brasileira do questionário genérico de qualidade de vida short-form 6 dimensions (SF-6D Brasil)","Ferraz, Marcos Bosi"
"Validação da versão brasileira do questionário genérico de qualidade de vida short-form 6 dimensions (SF-6D Brasil)","Ciconelli, Rozana Mesquita"
"Status socioeconômico como determinante de fatores de risco associados com o sobrepeso em adolescentes","Fernandes, Rômulo Araújo"
"Status socioeconômico como determinante de fatores de risco associados com o sobrepeso em adolescentes","Christofaro, Diego Giulliano Destro"
"Status socioeconômico como determinante de fatores de risco associados com o sobrepeso em adolescentes","Cardoso, Jefferson Rosa"
"Status socioeconômico como determinante de fatores de risco associados com o sobrepeso em adolescentes","Ronque, Enio Ricardo Vaz"
"Status socioeconômico como determinante de fatores de risco associados com o sobrepeso em adolescentes","Freitas Júnior, Ismael Forte"
"Status socioeconômico como determinante de fatores de risco associados com o sobrepeso em adolescentes","Kawaguti, Sandra Satie"
"Status socioeconômico como determinante de fatores de risco associados com o sobrepeso em adolescentes","Moraes, Augusto César Ferreira de"
"Status socioeconômico como determinante de fatores de risco associados com o sobrepeso em adolescentes","Oliveira, Arli Ramos de"
"Fatores associados à experiência de cárie em escolares de um município com baixa prevalência de cárie dentária","Cypriano, Silvia"
"Fatores associados à experiência de cárie em escolares de um município com baixa prevalência de cárie dentária","Hugo, Fernando Neves"
"Fatores associados à experiência de cárie em escolares de um município com baixa prevalência de cárie dentária","Sciamarelli, Maria Cristina"
"Fatores associados à experiência de cárie em escolares de um município com baixa prevalência de cárie dentária","Tôrres, Luísa Helena do Nascimento"
"Fatores associados à experiência de cárie em escolares de um município com baixa prevalência de cárie dentária","Sousa, Maria da Luz Rosário de"
"Fatores associados à experiência de cárie em escolares de um município com baixa prevalência de cárie dentária","Wada, Ronaldo Seichi"
"O agir econômico como motor da política de saúde na Alemanha: consequências para a prevenção e promoção da saúde","Stegmüller, Klaus"
"O agir econômico como motor da política de saúde na Alemanha: consequências para a prevenção e promoção da saúde","Stegmüller, Klaus"
"Análise de custos com pessoal e produtividade de equipes do programa de saúde da família em Fortaleza, Ceará","Rocha Filho, Fernando dos Santos"
"Análise de custos com pessoal e produtividade de equipes do programa de saúde da família em Fortaleza, Ceará","Silva, Marcelo Gurgel Carlos da"
"Variáveis sociodemográficas como determinantes do domínio meio ambiente da qualidade de vida de adolescentes","Gordia, Alex Pinheiro"
"Variáveis sociodemográficas como determinantes do domínio meio ambiente da qualidade de vida de adolescentes","Quadros, Teresa Maria Bianchini de"
"Variáveis sociodemográficas como determinantes do domínio meio ambiente da qualidade de vida de adolescentes","Campos, Wagner de"
"Avaliação econômica em Saúde na esfera de atenção local à saúde","Sancho, Leyla Gomes"
"Avaliação econômica em Saúde na esfera de atenção local à saúde","Vargens, José Muniz Costa"
"Padrões de acumulação setorial: finanças e serviços nas transformações contemporâneas da saúde","Andreazzi, Maria de Fátima Siliansky de"
"Padrões de acumulação setorial: finanças e serviços nas transformações contemporâneas da saúde","Kornis, George Edward Machado"
"Uso racional de medicamentos: uma abordagem econômica para tomada de decisões","Mota, Daniel Marques"
"Uso racional de medicamentos: uma abordagem econômica para tomada de decisões","Silva, Marcelo Gurgel Carlos da"
"Uso racional de medicamentos: uma abordagem econômica para tomada de decisões","Sudo, Elisa Cazue"
"Uso racional de medicamentos: uma abordagem econômica para tomada de decisões","Ortún, Vicente"
"Uso racional de medicamentos: uma abordagem econômica para tomada de decisões","Mota, Daniel Marques"
"Uso racional de medicamentos: uma abordagem econômica para tomada de decisões","Silva, Marcelo Gurgel Carlos da"
"Uso racional de medicamentos: uma abordagem econômica para tomada de decisões","Sudo, Elisa Cazue"
"Uso racional de medicamentos: uma abordagem econômica para tomada de decisões","Ortún, Vicente"
"Agrotóxicos: eficiência econômica e injustiça socioambiental","Veiga, Marcelo Motta"
"Classificação socioeconômica e sua discussão em relação à prevalência de cárie e fluorose dentária","Meneghim, Marcelo de Castro"
"Classificação socioeconômica e sua discussão em relação à prevalência de cárie e fluorose dentária","Kozlowski, Fábio Carlos"
"Classificação socioeconômica e sua discussão em relação à prevalência de cárie e fluorose dentária","Pereira, Antonio Carlos"
"Classificação socioeconômica e sua discussão em relação à prevalência de cárie e fluorose dentária","Ambrosano, Gláucia Maria Bovi"
"Classificação socioeconômica e sua discussão em relação à prevalência de cárie e fluorose dentária","Meneghim, Zuleica M. de A. Pedroso"
"Caracterização dos cuidadores de crianças HIV+/AIDS abordando a qualidade de vida, a classificação socioeconômica e temas relacionados à saúde bucal","Balbo, Patrícia Lima"
"Caracterização dos cuidadores de crianças HIV+/AIDS abordando a qualidade de vida, a classificação socioeconômica e temas relacionados à saúde bucal","Rodrigues-Júnior, Antonio Luiz"
"Caracterização dos cuidadores de crianças HIV+/AIDS abordando a qualidade de vida, a classificação socioeconômica e temas relacionados à saúde bucal","Cervi, Maria Célia"
"Os vários mundos do financiamento da Saúde no Brasil: uma tentativa de integração","Dain, Sulamis"
"Determinantes individuais e contextuais da necessidade de tratamento odontológico na dentição decídua no Brasil","Antunes, José Leopoldo Ferreira"
"Determinantes individuais e contextuais da necessidade de tratamento odontológico na dentição decídua no Brasil","Peres, Marco Aurélio"
"Determinantes individuais e contextuais da necessidade de tratamento odontológico na dentição decídua no Brasil","Mello, Tatiana Ribeiro de Campos"
"Tendências da indústria de equipamentos odontológicos no Brasil entre 1990 e 2002: notas prévias","Manfredini, Marco Antonio"
"Tendências da indústria de equipamentos odontológicos no Brasil entre 1990 e 2002: notas prévias","Botazzo, Carlos"
"Auto-avaliação do estado de saúde no Brasil: análise dos dados da PNAD/2003","Dachs, J. Norberto W."
"Auto-avaliação do estado de saúde no Brasil: análise dos dados da PNAD/2003","Santos, Ana Paula Rocha dos"
"Eqüidade na alocação de recursos para a saúde: a experiência do estado do Rio Grande do Sul, Brasil","Pelegrini, Maria Lecticia Machry de"
"Eqüidade na alocação de recursos para a saúde: a experiência do estado do Rio Grande do Sul, Brasil","Castro, Janice Dornelles de"
"Eqüidade na alocação de recursos para a saúde: a experiência do estado do Rio Grande do Sul, Brasil","Drachler, Maria de Lourdes"
"Farmacoeconomia: perspectiva emergente no processo de tomada de decisão","Secoli, Silvia Regina"
"Farmacoeconomia: perspectiva emergente no processo de tomada de decisão","Padilha, Kátia Grillo"
"Farmacoeconomia: perspectiva emergente no processo de tomada de decisão","Litvoc, Júlio"
"Farmacoeconomia: perspectiva emergente no processo de tomada de decisão","Maeda, Sayuri Tanaka"
"Farmacoeconomia: perspectiva emergente no processo de tomada de decisão","Secoli, Silvia Regina"
"Farmacoeconomia: perspectiva emergente no processo de tomada de decisão","Padilha, Kátia Grillo"
"Farmacoeconomia: perspectiva emergente no processo de tomada de decisão","Litvoc, Júlio"
"Farmacoeconomia: perspectiva emergente no processo de tomada de decisão","Maeda, Sayuri Tanaka"
"O complexo industrial da saúde e a necessidade de um enfoque dinâmico na economia da saúde","Gadelha, Carlos Augusto Grabois"
"Trabalho infantil em Pelotas: perfil ocupacional e contribuição à economia","Facchini, Luiz Augusto"
"Trabalho infantil em Pelotas: perfil ocupacional e contribuição à economia","Fassa, Anaclaudia Gastal"
"Trabalho infantil em Pelotas: perfil ocupacional e contribuição à economia","DallAgnol, Marinel"
"Trabalho infantil em Pelotas: perfil ocupacional e contribuição à economia","Maia, Maria de Fátima Santos"
"Saúde pública no Primeiro e Terceiro Mundos: desafios e perspectivas","Salzano, Francisco Mauro"
"Prevalência de doenças crônicas auto-referidas e utilização de serviços de saúde, PNAD/1998, Brasil","Almeida, Márcia Furquim de"
"Prevalência de doenças crônicas auto-referidas e utilização de serviços de saúde, PNAD/1998, Brasil","Barata, Rita Barradas"
"Prevalência de doenças crônicas auto-referidas e utilização de serviços de saúde, PNAD/1998, Brasil","Montero, Cláudia Valencia"
"Prevalência de doenças crônicas auto-referidas e utilização de serviços de saúde, PNAD/1998, Brasil","Silva, Zilda Pereira da"
"Diferenciais de gênero no impacto do arranjo familiar no status de saúde dos idosos brasileiros","Romero, Dalia E."
"As reformas do Estado, da saúde e recursos humanos: limites e possibilidades","Pierantoni, Celia Regina"
"Gestão, planejamento e avaliação de políticas de ciência e tecnologia: hora de rever?","Marques, Marília Bernardes"
"CONTA PETRÓLEO E A BALANÇA COMERCIAL BRASILEIRA: UMA ANÁLISE DO PERÍODO RECENTE","Bender Filho, Reisoli"
"Desenvolvimento e equidade: Desafios do crescimento brasileiro","Dedecca, Claudio Salvadori"
"Desenvolvimento e equidade: Desafios do crescimento brasileiro","Trovão, Cassiano José Bezerra Marques"
"Desenvolvimento e equidade: Desafios do crescimento brasileiro","Souza, Leonardo Flauzino de"
"Desenvolvimento e equidade: Desafios do crescimento brasileiro","Dedecca, Claudio Salvadori"
"Desenvolvimento e equidade: Desafios do crescimento brasileiro","Trovão, Cassiano José Bezerra Marques"
"Desenvolvimento e equidade: Desafios do crescimento brasileiro","Souza, Leonardo Flauzino de"
"Biotecnologia em saúde humana no Brasil: produção científica e pesquisa e desenvolvimento","Torres-Freire, Carlos"
