"title","ref"
"Relações entre equidade e viabilidade nos empreendimentos solidários","BARROS, R."
"Relações entre equidade e viabilidade nos empreendimentos solidários","FAGNEL, M."
"Relações entre equidade e viabilidade nos empreendimentos solidários","ULYSSEA, G."
"Relações entre equidade e viabilidade nos empreendimentos solidários","BEDÊ, M."
"Relações entre equidade e viabilidade nos empreendimentos solidários","CACCIAMALI, M."
"Relações entre equidade e viabilidade nos empreendimentos solidários","JOSÉ-SILVA, M."
"Relações entre equidade e viabilidade nos empreendimentos solidários","CORAGGIO, J."
"Relações entre equidade e viabilidade nos empreendimentos solidários","ESTENSSORO, L."
"Relações entre equidade e viabilidade nos empreendimentos solidários","ESTEVES, E."
"Relações entre equidade e viabilidade nos empreendimentos solidários","FRANÇA FILHO, G."
"Relações entre equidade e viabilidade nos empreendimentos solidários","FRANÇA FILHO, G."
"Relações entre equidade e viabilidade nos empreendimentos solidários","LAVILLE, J.-L."
"Relações entre equidade e viabilidade nos empreendimentos solidários","GAIGER, L."
"Relações entre equidade e viabilidade nos empreendimentos solidários","GAIGER, L."
"Relações entre equidade e viabilidade nos empreendimentos solidários","GAIGER, L."
"Relações entre equidade e viabilidade nos empreendimentos solidários","GAIGER, L."
"Relações entre equidade e viabilidade nos empreendimentos solidários","GAIGER, L."
"Relações entre equidade e viabilidade nos empreendimentos solidários","GAIGER, L."
"Relações entre equidade e viabilidade nos empreendimentos solidários","GAIGER, L."
"Relações entre equidade e viabilidade nos empreendimentos solidários","ASSEBURG, B."
"Relações entre equidade e viabilidade nos empreendimentos solidários","GAIGER, L."
"Relações entre equidade e viabilidade nos empreendimentos solidários","LAVILLE, J.-L."
"Relações entre equidade e viabilidade nos empreendimentos solidários","CATTANI, A."
"Relações entre equidade e viabilidade nos empreendimentos solidários","GAIGER, L."
"Relações entre equidade e viabilidade nos empreendimentos solidários","SPEROTTO, N."
"Relações entre equidade e viabilidade nos empreendimentos solidários","CORRÊA, A."
"Relações entre equidade e viabilidade nos empreendimentos solidários","HESPANHA, P."
"Relações entre equidade e viabilidade nos empreendimentos solidários","KLIKSBERG, B."
"Relações entre equidade e viabilidade nos empreendimentos solidários","KLIKSBERG, B."
"Relações entre equidade e viabilidade nos empreendimentos solidários","KRAYCHETE, G."
"Relações entre equidade e viabilidade nos empreendimentos solidários","KRAYCHETE, G."
"Relações entre equidade e viabilidade nos empreendimentos solidários","AGUIAR, K."
"Relações entre equidade e viabilidade nos empreendimentos solidários","LAUTIER, B."
"Relações entre equidade e viabilidade nos empreendimentos solidários","LAVILLE, J.-L."
"Relações entre equidade e viabilidade nos empreendimentos solidários","CATTANI, A."
"Relações entre equidade e viabilidade nos empreendimentos solidários","MEDEIROS, M."
"Relações entre equidade e viabilidade nos empreendimentos solidários","NOVAES, H."
"Relações entre equidade e viabilidade nos empreendimentos solidários","NUNES, C."
"Relações entre equidade e viabilidade nos empreendimentos solidários","OGANDO, C."
"Relações entre equidade e viabilidade nos empreendimentos solidários","PAMPLONA, J."
"Relações entre equidade e viabilidade nos empreendimentos solidários","ROMEIRO, M."
"Relações entre equidade e viabilidade nos empreendimentos solidários","PARREIRAS, L."
"Relações entre equidade e viabilidade nos empreendimentos solidários","PASSOS, C."
"Relações entre equidade e viabilidade nos empreendimentos solidários","PINTO, J."
"Relações entre equidade e viabilidade nos empreendimentos solidários","PONTE JR., O."
"Relações entre equidade e viabilidade nos empreendimentos solidários","RAZETO, L."
"Relações entre equidade e viabilidade nos empreendimentos solidários","RODRÍGUEZ, C."
"Relações entre equidade e viabilidade nos empreendimentos solidários","CATTANI, A."
"Relações entre equidade e viabilidade nos empreendimentos solidários","MOTA, L."
"Relações entre equidade e viabilidade nos empreendimentos solidários","SALM, C."
"Relações entre equidade e viabilidade nos empreendimentos solidários","BARROS, R."
"Relações entre equidade e viabilidade nos empreendimentos solidários","FAGNEL, M."
"Relações entre equidade e viabilidade nos empreendimentos solidários","ULYSSEA, G."
"Relações entre equidade e viabilidade nos empreendimentos solidários","SEN, A."
"Relações entre equidade e viabilidade nos empreendimentos solidários","SEN, A."
"Relações entre equidade e viabilidade nos empreendimentos solidários","TAVARES, M."
"A dimensão econômica da teoria política aristotélica","ARENDT"
"A dimensão econômica da teoria política aristotélica","ARISTÓTELES"
"A dimensão econômica da teoria política aristotélica","ARISTÓTELES"
"A dimensão econômica da teoria política aristotélica","ARISTÓTELES"
"A dimensão econômica da teoria política aristotélica","Gual"
"A dimensão econômica da teoria política aristotélica","Jiménez"
"A dimensão econômica da teoria política aristotélica","CALVO MARTÍNEZ"
"A dimensão econômica da teoria política aristotélica","GARCÍA GUAL"
"A dimensão econômica da teoria política aristotélica","GIGON"
"A dimensão econômica da teoria política aristotélica","MARX"
"A dimensão econômica da teoria política aristotélica","MOREAU"
"A dimensão econômica da teoria política aristotélica","POLANYI"
"A dimensão econômica da teoria política aristotélica","TAYLOR"
"A dimensão econômica da teoria política aristotélica","WOLFF"
"Mudanças da inserção brasileira na américa latina","ALBUQUERQUE, J. A. G"
"Mudanças da inserção brasileira na américa latina","ALMEIDA, P. R. de"
"Mudanças da inserção brasileira na américa latina","ARAÚJO CASTRO, J. A. de"
"Mudanças da inserção brasileira na américa latina","AYERBE, L. F"
"Mudanças da inserção brasileira na américa latina","BARBOSA, R. A"
"Mudanças da inserção brasileira na américa latina","CÉSAR, L. F. P"
"Mudanças da inserção brasileira na américa latina","FONSECA Jr, G"
"Mudanças da inserção brasileira na américa latina","CASTRO, S. H. N"
"Mudanças da inserção brasileira na américa latina","BURGES, S. W"
"Mudanças da inserção brasileira na américa latina","CAMARGO, S"
"Mudanças da inserção brasileira na américa latina","ALBUQUERQUE, J. A. G"
"Mudanças da inserção brasileira na américa latina","CANESE, R"
"Mudanças da inserção brasileira na américa latina","CODAS, G"
"Mudanças da inserção brasileira na américa latina","CERVO, A. L"
"Mudanças da inserção brasileira na américa latina","ALTEMANI, H."
"Mudanças da inserção brasileira na américa latina","LESSA, A. C"
"Mudanças da inserção brasileira na américa latina","DEUTSCH, K"
"Mudanças da inserção brasileira na américa latina","FONSECA JR, G"
"Mudanças da inserção brasileira na américa latina","FONSECA, R. G. da"
"Mudanças da inserção brasileira na américa latina","MARCONINI, M"
"Mudanças da inserção brasileira na américa latina","GODIO, J"
"Mudanças da inserção brasileira na américa latina","GUIMARÃES, S. P"
"Mudanças da inserção brasileira na américa latina","HAAS, E. B"
"Mudanças da inserção brasileira na américa latina","HIRST, M"
"Mudanças da inserção brasileira na américa latina","LAFER, C"
"Mudanças da inserção brasileira na américa latina","LEÓN-MANRÍQUEZ, J. L"
"Mudanças da inserção brasileira na américa latina","LIMA, M. R. S. D"
"Mudanças da inserção brasileira na américa latina","LULA DA SILVA, L. I"
"Mudanças da inserção brasileira na américa latina","MARIANO, M. P"
"Mudanças da inserção brasileira na américa latina","MARIANO, M. P"
"Mudanças da inserção brasileira na américa latina","MATTLI, W"
"Mudanças da inserção brasileira na américa latina","MELLO, F. de C"
"Mudanças da inserção brasileira na américa latina","MOREIRA, M. M"
"Mudanças da inserção brasileira na américa latina","NARDIN, Terry"
"Mudanças da inserção brasileira na américa latina","NARLIKAR, A"
"Mudanças da inserção brasileira na américa latina","OLIVEIRA, A. J."
"Mudanças da inserção brasileira na américa latina","ONUKI, J."
"Mudanças da inserção brasileira na américa latina","ONUKI, J"
"Mudanças da inserção brasileira na américa latina","PINHEIRO, L"
"Mudanças da inserção brasileira na américa latina","PRATES, D. M"
"Mudanças da inserção brasileira na américa latina","VADELL, J"
"Mudanças da inserção brasileira na américa latina","VELASCO E CRUZ, S. C"
"Mudanças da inserção brasileira na américa latina","WALTZ, K. N"
"O capitalismo coordenado alemão: do boom do pós-guerra à Agenda 2010","BOYER, Robert"
"O capitalismo coordenado alemão: do boom do pós-guerra à Agenda 2010","YAMAMURA, Kozo"
"O capitalismo coordenado alemão: do boom do pós-guerra à Agenda 2010","STREECK, Wolfgang"
"O capitalismo coordenado alemão: do boom do pós-guerra à Agenda 2010","COATES, David"
"O capitalismo coordenado alemão: do boom do pós-guerra à Agenda 2010","ESTEVEZ-ABE, Margarita"
"O capitalismo coordenado alemão: do boom do pós-guerra à Agenda 2010","IVERSEN, Torben"
"O capitalismo coordenado alemão: do boom do pós-guerra à Agenda 2010","SOSKICE, David"
"O capitalismo coordenado alemão: do boom do pós-guerra à Agenda 2010","HALL, Peter"
"O capitalismo coordenado alemão: do boom do pós-guerra à Agenda 2010","SOSKICE, David"
"O capitalismo coordenado alemão: do boom do pós-guerra à Agenda 2010","GOLDEN, Miriam"
"O capitalismo coordenado alemão: do boom do pós-guerra à Agenda 2010","WALLERSTEIN, Michael"
"O capitalismo coordenado alemão: do boom do pós-guerra à Agenda 2010","LANGE, Peter"
"O capitalismo coordenado alemão: do boom do pós-guerra à Agenda 2010","KITSCHELT, Herbert"
"O capitalismo coordenado alemão: do boom do pós-guerra à Agenda 2010","LANGE, Peter"
"O capitalismo coordenado alemão: do boom do pós-guerra à Agenda 2010","MARKS, Gary"
"O capitalismo coordenado alemão: do boom do pós-guerra à Agenda 2010","STEPHENS, John"
"O capitalismo coordenado alemão: do boom do pós-guerra à Agenda 2010","GUIMARÃES, Alexandre Queiroz"
"O capitalismo coordenado alemão: do boom do pós-guerra à Agenda 2010","HALL, Peter"
"O capitalismo coordenado alemão: do boom do pós-guerra à Agenda 2010","KITSCHELT, Herbert"
"O capitalismo coordenado alemão: do boom do pós-guerra à Agenda 2010","LANGE, Peter"
"O capitalismo coordenado alemão: do boom do pós-guerra à Agenda 2010","MARKS, Gary"
"O capitalismo coordenado alemão: do boom do pós-guerra à Agenda 2010","STEPHENS, John"
"O capitalismo coordenado alemão: do boom do pós-guerra à Agenda 2010","HALL, Peter"
"O capitalismo coordenado alemão: do boom do pós-guerra à Agenda 2010","SOSKICE, David"
"O capitalismo coordenado alemão: do boom do pós-guerra à Agenda 2010","HALL, Peter"
"O capitalismo coordenado alemão: do boom do pós-guerra à Agenda 2010","SOSKICE, David"
"O capitalismo coordenado alemão: do boom do pós-guerra à Agenda 2010","JACKSON, Gregory"
"O capitalismo coordenado alemão: do boom do pós-guerra à Agenda 2010","YAMAMURA, Kozo"
"O capitalismo coordenado alemão: do boom do pós-guerra à Agenda 2010","STREECK, Wolfgang"
"O capitalismo coordenado alemão: do boom do pós-guerra à Agenda 2010","JÜRGENS, Ulrick"
"O capitalismo coordenado alemão: do boom do pós-guerra à Agenda 2010","YAMAMURA, Kozo"
"O capitalismo coordenado alemão: do boom do pós-guerra à Agenda 2010","STREECK, Wolfgang"
"O capitalismo coordenado alemão: do boom do pós-guerra à Agenda 2010","PORTER, Michael"
"O capitalismo coordenado alemão: do boom do pós-guerra à Agenda 2010","SCHMIDT, Vivien"
"O capitalismo coordenado alemão: do boom do pós-guerra à Agenda 2010","SOSKICE, David"
"O capitalismo coordenado alemão: do boom do pós-guerra à Agenda 2010","KITSCHELT, Herbert"
"O capitalismo coordenado alemão: do boom do pós-guerra à Agenda 2010","LANGE, Peter"
"O capitalismo coordenado alemão: do boom do pós-guerra à Agenda 2010","MARKS, Gary"
"O capitalismo coordenado alemão: do boom do pós-guerra à Agenda 2010","STEPHENS, John"
"O capitalismo coordenado alemão: do boom do pós-guerra à Agenda 2010","STREECK, Wolfgang"
"O capitalismo coordenado alemão: do boom do pós-guerra à Agenda 2010","CROUNCH, Colin"
"O capitalismo coordenado alemão: do boom do pós-guerra à Agenda 2010","STREECK, Wolfgang"
"O capitalismo coordenado alemão: do boom do pós-guerra à Agenda 2010","THELEN, Kathleen"
"O capitalismo coordenado alemão: do boom do pós-guerra à Agenda 2010","KUME, Ikuo"
"O capitalismo coordenado alemão: do boom do pós-guerra à Agenda 2010","YAMAMURA, Kozo"
"O capitalismo coordenado alemão: do boom do pós-guerra à Agenda 2010","STREECK, Wolfgang"
"O capitalismo coordenado alemão: do boom do pós-guerra à Agenda 2010","VOGEL, Steven"
"O capitalismo coordenado alemão: do boom do pós-guerra à Agenda 2010","YAMAMURA, Kozo"
"O capitalismo coordenado alemão: do boom do pós-guerra à Agenda 2010","STREECK, Wolfgang"
"O capitalismo coordenado alemão: do boom do pós-guerra à Agenda 2010","YAMAMURA, Kozo"
"O capitalismo coordenado alemão: do boom do pós-guerra à Agenda 2010","YAMAMURA, Kozo"
"O capitalismo coordenado alemão: do boom do pós-guerra à Agenda 2010","STREECK, Wolfgang"
"Abertura econômica, empresariado e política: os planos doméstico e internacional","ARAGÃO, Murillo de"
"Abertura econômica, empresariado e política: os planos doméstico e internacional","BAER, Werner"
"Abertura econômica, empresariado e política: os planos doméstico e internacional","CAMPOS, Iris Walquiria"
"Abertura econômica, empresariado e política: os planos doméstico e internacional","CYSNE, Rubens Penha"
"Abertura econômica, empresariado e política: os planos doméstico e internacional","CRUZ, Sebastião Velasco e"
"Abertura econômica, empresariado e política: os planos doméstico e internacional","DINIZ, Eli"
"Abertura econômica, empresariado e política: os planos doméstico e internacional","BOSCHI, Renato"
"Abertura econômica, empresariado e política: os planos doméstico e internacional","BOSCHI, Renato"
"Abertura econômica, empresariado e política: os planos doméstico e internacional","DINIZ, Eli"
"Abertura econômica, empresariado e política: os planos doméstico e internacional","DOCTOR, Mahrukh"
"Abertura econômica, empresariado e política: os planos doméstico e internacional","DREIFUSS, René A."
"Abertura econômica, empresariado e política: os planos doméstico e internacional","DREIFUSS, René A."
"Abertura econômica, empresariado e política: os planos doméstico e internacional","HARDIN, Russell"
"Abertura econômica, empresariado e política: os planos doméstico e internacional","KINGSTONE, Peter"
"Abertura econômica, empresariado e política: os planos doméstico e internacional","MANCUSO, Wagner Pralon"
"Abertura econômica, empresariado e política: os planos doméstico e internacional","MANCUSO, Wagner Pralon"
"Abertura econômica, empresariado e política: os planos doméstico e internacional","MOE, Terry M."
"Abertura econômica, empresariado e política: os planos doméstico e internacional","OLIVEIRA, Amâncio Jorge S. N. de"
"Abertura econômica, empresariado e política: os planos doméstico e internacional","OLSON, Mancur"
"Abertura econômica, empresariado e política: os planos doméstico e internacional","POWER, Timothy J."
"Abertura econômica, empresariado e política: os planos doméstico e internacional","DOCTOR, Mahrukh"
"Abertura econômica, empresariado e política: os planos doméstico e internacional","RODRIGUES, Leôncio Martins"
"Abertura econômica, empresariado e política: os planos doméstico e internacional","RODRIGUES, Leôncio Martins"
"Abertura econômica, empresariado e política: os planos doméstico e internacional","SANDLER, Todd"
"Abertura econômica, empresariado e política: os planos doméstico e internacional","SCHATTSCHNEIDER, E. E."
"Abertura econômica, empresariado e política: os planos doméstico e internacional","SCHNEIDER, Ben Ross"
"Abertura econômica, empresariado e política: os planos doméstico e internacional","SCHNEIDER, Ben Ross"
"Abertura econômica, empresariado e política: os planos doméstico e internacional","SCHNEIDER, Ben Ross"
"Abertura econômica, empresariado e política: os planos doméstico e internacional","MAXFIELD, Sylvia"
"Abertura econômica, empresariado e política: os planos doméstico e internacional","SCHNEIDER, Ben Ross"
"Abertura econômica, empresariado e política: os planos doméstico e internacional","SCHNEIDER, Ben Ross"
"Abertura econômica, empresariado e política: os planos doméstico e internacional","SCHNEIDER, Ben Ross"
"Abertura econômica, empresariado e política: os planos doméstico e internacional","SCHNEIDER, Ben Ross"
"Abertura econômica, empresariado e política: os planos doméstico e internacional","SCHNEIDER, Ben Ross"
"Abertura econômica, empresariado e política: os planos doméstico e internacional","Tirado, Ricardo"
"Abertura econômica, empresariado e política: os planos doméstico e internacional","LUNA, Matilde"
"Abertura econômica, empresariado e política: os planos doméstico e internacional","WEYLAND, Kurt"
"Abertura econômica, empresariado e política: os planos doméstico e internacional","DURAND, Francisco"
"Abertura econômica, empresariado e política: os planos doméstico e internacional","SILVA, Eduardo"
"Abertura econômica, empresariado e política: os planos doméstico e internacional","WEYLAND, Kurt"
"Abertura econômica, empresariado e política: os planos doméstico e internacional","WEYLAND, Kurt"
"Abertura econômica, empresariado e política: os planos doméstico e internacional","WILLIAMSON, John"
"São Paulo no contexto da globalização","ADDA"
"São Paulo no contexto da globalização","ASCHER"
"São Paulo no contexto da globalização","BATISTA"
"São Paulo no contexto da globalização","BÓGUS"
"São Paulo no contexto da globalização","VÉRAS"
"São Paulo no contexto da globalização","CASTELLS"
"São Paulo no contexto da globalização","CASTELLS"
"São Paulo no contexto da globalização","CASTELLS"
"São Paulo no contexto da globalização","CASTELLS"
"São Paulo no contexto da globalização","HALL"
"São Paulo no contexto da globalização","LEGATES"
"São Paulo no contexto da globalização","STOUT"
"São Paulo no contexto da globalização","CAVALCANTI LIMENA"
"São Paulo no contexto da globalização","CORREA LEITE"
"São Paulo no contexto da globalização","CHESNAIS"
"São Paulo no contexto da globalização","COX"
"São Paulo no contexto da globalização","FEATHERSTONE"
"São Paulo no contexto da globalização","FERREIRA"
"São Paulo no contexto da globalização","FRÚGOLI JR."
"São Paulo no contexto da globalização","GENTILI"
"São Paulo no contexto da globalização","GIDDENS"
"São Paulo no contexto da globalização","GIDDENS"
"São Paulo no contexto da globalização","GILL"
"São Paulo no contexto da globalização","GÓMEZ"
"São Paulo no contexto da globalização","GÓMEZ"
"São Paulo no contexto da globalização","HAERINGER"
"São Paulo no contexto da globalização","ROBATEL"
"São Paulo no contexto da globalização","HARVEY"
"São Paulo no contexto da globalização","HELD"
"São Paulo no contexto da globalização","HELD"
"São Paulo no contexto da globalização","THOMPSON"
"São Paulo no contexto da globalização","HIRST"
"São Paulo no contexto da globalização","THOMPSON"
"São Paulo no contexto da globalização","HOBSBAWN"
"São Paulo no contexto da globalização","IANNI"
"São Paulo no contexto da globalização","LAÏDI"
"São Paulo no contexto da globalização","LINKLATER"
"São Paulo no contexto da globalização","MCGREW"
"São Paulo no contexto da globalização","MONTERO"
"São Paulo no contexto da globalização","MORICONI-EBRARD"
"São Paulo no contexto da globalização","ROBATEL"
"São Paulo no contexto da globalização","OFFE"
"São Paulo no contexto da globalização","OHMAE"
"São Paulo no contexto da globalização","POLANIY"
"São Paulo no contexto da globalização","ROLNIK"
"São Paulo no contexto da globalização","ROUSENAU"
"São Paulo no contexto da globalização","SASSEN"
"São Paulo no contexto da globalização","SASSEN"
"São Paulo no contexto da globalização","ROBATEL"
"São Paulo no contexto da globalização","SOUSA SANTOS"
"São Paulo no contexto da globalização","STIGLITZ"
"São Paulo no contexto da globalização","VIEIRA"
"São Paulo no contexto da globalização","WANDERLEY"
"São Paulo no contexto da globalização","LOPES SANCHEZ"
"Estado, mercado e outras instituições reguladoras","ALGER"
"Estado, mercado e outras instituições reguladoras","ARRIGHI"
"Estado, mercado e outras instituições reguladoras","ASSMAN"
"Estado, mercado e outras instituições reguladoras","BATISTA JR."
"Estado, mercado e outras instituições reguladoras","BERGER"
"Estado, mercado e outras instituições reguladoras","Dore"
"Estado, mercado e outras instituições reguladoras","BLOCK"
"Estado, mercado e outras instituições reguladoras","BLOCK"
"Estado, mercado e outras instituições reguladoras","Mendel"
"Estado, mercado e outras instituições reguladoras","Salée"
"Estado, mercado e outras instituições reguladoras","BOYER"
"Estado, mercado e outras instituições reguladoras","Hollingsworth"
"Estado, mercado e outras instituições reguladoras","Hollingsworth"
"Estado, mercado e outras instituições reguladoras","Boyer"
"Estado, mercado e outras instituições reguladoras","CAVANAGH"
"Estado, mercado e outras instituições reguladoras","CLARKE"
"Estado, mercado e outras instituições reguladoras","COASE"
"Estado, mercado e outras instituições reguladoras","COCKETT"
"Estado, mercado e outras instituições reguladoras","COHEN"
"Estado, mercado e outras instituições reguladoras","COLEMAN"
"Estado, mercado e outras instituições reguladoras","Porter"
"Estado, mercado e outras instituições reguladoras","CORTELL"
"Estado, mercado e outras instituições reguladoras","Davis Jr."
"Estado, mercado e outras instituições reguladoras","COX"
"Estado, mercado e outras instituições reguladoras","CROZIER"
"Estado, mercado e outras instituições reguladoras","Huntington"
"Estado, mercado e outras instituições reguladoras","Watanuki"
"Estado, mercado e outras instituições reguladoras","DAHL"
"Estado, mercado e outras instituições reguladoras","DAVID"
"Estado, mercado e outras instituições reguladoras","EICHENGREEN"
"Estado, mercado e outras instituições reguladoras","GALBRAITH"
"Estado, mercado e outras instituições reguladoras","GOLDBLATT"
"Estado, mercado e outras instituições reguladoras","GOODMAN"
"Estado, mercado e outras instituições reguladoras","Pauly"
"Estado, mercado e outras instituições reguladoras","GRAY"
"Estado, mercado e outras instituições reguladoras","GRAY"
"Estado, mercado e outras instituições reguladoras","GRAY"
"Estado, mercado e outras instituições reguladoras","GREIDER"
"Estado, mercado e outras instituições reguladoras","GREIDER"
"Estado, mercado e outras instituições reguladoras","Nader"
"Estado, mercado e outras instituições reguladoras","HELLEINER"
"Estado, mercado e outras instituições reguladoras","HIRST"
"Estado, mercado e outras instituições reguladoras","HIRST"
"Estado, mercado e outras instituições reguladoras","HIRST"
"Estado, mercado e outras instituições reguladoras","Khilnani"
"Estado, mercado e outras instituições reguladoras","HIRST"
"Estado, mercado e outras instituições reguladoras","Thompson"
"Estado, mercado e outras instituições reguladoras","HODGSON"
"Estado, mercado e outras instituições reguladoras","HOLLINGSWORTH"
"Estado, mercado e outras instituições reguladoras","Boyer"
"Estado, mercado e outras instituições reguladoras","Hollingsworth"
"Estado, mercado e outras instituições reguladoras","Boyer"
"Estado, mercado e outras instituições reguladoras","HOLLINGSWORTH"
"Estado, mercado e outras instituições reguladoras","Boyer"
"Estado, mercado e outras instituições reguladoras","Hollingsworth"
"Estado, mercado e outras instituições reguladoras","Boyer"
"Estado, mercado e outras instituições reguladoras","HOLLINGSWORTH"
"Estado, mercado e outras instituições reguladoras","Boyer"
"Estado, mercado e outras instituições reguladoras","KEYNES"
"Estado, mercado e outras instituições reguladoras","KRUEGER"
"Estado, mercado e outras instituições reguladoras","KRUEGER"
"Estado, mercado e outras instituições reguladoras","Buchanan"
"Estado, mercado e outras instituições reguladoras","Tollison"
"Estado, mercado e outras instituições reguladoras","Tullock"
"Estado, mercado e outras instituições reguladoras","LANDAUER"
"Estado, mercado e outras instituições reguladoras","LAZONICK"
"Estado, mercado e outras instituições reguladoras","LECHNER"
"Estado, mercado e outras instituições reguladoras","LINCH"
"Estado, mercado e outras instituições reguladoras","NASH"
"Estado, mercado e outras instituições reguladoras","OFFE"
"Estado, mercado e outras instituições reguladoras","OFFE"
"Estado, mercado e outras instituições reguladoras","Offe"
"Estado, mercado e outras instituições reguladoras","OFFE"
"Estado, mercado e outras instituições reguladoras","OFFE"
"Estado, mercado e outras instituições reguladoras","Offe"
"Estado, mercado e outras instituições reguladoras","ORLÉAN"
"Estado, mercado e outras instituições reguladoras","ORLÉAN"
"Estado, mercado e outras instituições reguladoras","PIRENNE"
"Estado, mercado e outras instituições reguladoras","Bendix"
"Estado, mercado e outras instituições reguladoras","Lipset"
"Estado, mercado e outras instituições reguladoras","SEERS"
"Estado, mercado e outras instituições reguladoras","Lima"
"Estado, mercado e outras instituições reguladoras","Neves"
"Estado, mercado e outras instituições reguladoras","SHONFIELD"
"Estado, mercado e outras instituições reguladoras","SMITH"
"Estado, mercado e outras instituições reguladoras","STIGLITZ"
"Estado, mercado e outras instituições reguladoras","STIGLITZ"
"Estado, mercado e outras instituições reguladoras","STIGLITZ"
"Estado, mercado e outras instituições reguladoras","STIGLITZ"
"Estado, mercado e outras instituições reguladoras","STRANGE"
"Estado, mercado e outras instituições reguladoras","TAYLOR"
"Estado, mercado e outras instituições reguladoras","Eatwell"
"Estado, mercado e outras instituições reguladoras","LOWI"
"Estado, mercado e outras instituições reguladoras","WADE"
"Estado, mercado e outras instituições reguladoras","Berger"
"Estado, mercado e outras instituições reguladoras","Dore"
"Estado, mercado e outras instituições reguladoras","WEISS"
"Estado, mercado e outras instituições reguladoras","WILLIAMS"
"Estado, mercado e outras instituições reguladoras","Young"
"Estado, mercado e outras instituições reguladoras","WILLIAMSON"
"Estado, mercado e outras instituições reguladoras","WILLIAMSON"
"Estado, mercado e outras instituições reguladoras","WILLIAMSON"
"Estado, mercado e outras instituições reguladoras","Winter"
"Estado, mercado e outras instituições reguladoras","ZÜRN"
"Brasil: a economia do capitalismo selvagem","ANDRADE, Regis de Castro"
"Brasil: a economia do capitalismo selvagem","BACHA, Edmar"
"Brasil: a economia do capitalismo selvagem","BELLUZZO, Luiz Gonzaga M."
"Brasil: a economia do capitalismo selvagem","CARDOSO DE MELLO, João Manuel"
"Brasil: a economia do capitalismo selvagem","CARDOSO, Fernando Henrique"
"Brasil: a economia do capitalismo selvagem","DINIZ, Eli"
"Brasil: a economia do capitalismo selvagem","BOSCHI, Renato R."
"Brasil: a economia do capitalismo selvagem","DOELLINGER, Carlos von"
"Brasil: a economia do capitalismo selvagem","CASTRO, Hugo B."
"Brasil: a economia do capitalismo selvagem","CAVALCANTE, Leonardo C."
"Brasil: a economia do capitalismo selvagem","ERBER, F. S."
"Brasil: a economia do capitalismo selvagem","TAVARES Jr., J."
"Brasil: a economia do capitalismo selvagem","ALVES, S. F."
"Brasil: a economia do capitalismo selvagem","REIS, I. G."
"Brasil: a economia do capitalismo selvagem","REDIRGER, M. L."
"Brasil: a economia do capitalismo selvagem","FISHLOW, Albert"
"Brasil: a economia do capitalismo selvagem","FURTADO, Celso"
"Brasil: a economia do capitalismo selvagem","KAHIL, Raouf"
"Brasil: a economia do capitalismo selvagem","LEFF, Nathaniel H."
"Brasil: a economia do capitalismo selvagem","LESSA, Carlos"
"Brasil: a economia do capitalismo selvagem","MARTINS, Luciano"
"Brasil: a economia do capitalismo selvagem","NEWFARMER, R. S."
"Brasil: a economia do capitalismo selvagem","MUELLER, Willard"
"Brasil: a economia do capitalismo selvagem","OLIVEIRA, Francisco de"
"Brasil: a economia do capitalismo selvagem","OLIVEIRA, Francisco de"
"Brasil: a economia do capitalismo selvagem","PAIVA, Ruy Miller"
"Brasil: a economia do capitalismo selvagem","REICHSTUL, Henri-Philippe"
"Brasil: a economia do capitalismo selvagem","GOLDENSTEIN, Lidia"
"Brasil: a economia do capitalismo selvagem","SÁ Jr., Francisco"
"Brasil: a economia do capitalismo selvagem","SILVA, Sérgio"
"Brasil: a economia do capitalismo selvagem","SINGER, Paul"
"Brasil: a economia do capitalismo selvagem","SUZIGAN, Wilson"
"Brasil: a economia do capitalismo selvagem","TAVARES Jr., José"
"Brasil: a economia do capitalismo selvagem","DICK, Vera M."
"Brasil: a economia do capitalismo selvagem","TAVARES, Maria da Conceição"
"Brasil: a economia do capitalismo selvagem","TAVARES, Maria da Conceição"
"Brasil: a economia do capitalismo selvagem","BELLUZZO, Luiz Gonzaga M."
"Brasil: a economia do capitalismo selvagem","TAVARES, Maria da Conceição"
"Brasil: a economia do capitalismo selvagem","SERRA, José"
"Brasil: a economia do capitalismo selvagem","TAVARES, Maria da Conceição"
"Brasil: a economia do capitalismo selvagem","FAÇANHA, Luiz Otávio"
"Brasil: a economia do capitalismo selvagem","WELLS, John"
"Brasil: a economia do capitalismo selvagem","TOLIPAN, R."
"Brasil: a economia do capitalismo selvagem","TINELLI, A. C."
"Brasil: a economia do capitalismo selvagem","ANDRADE, Regis de Castro"
"Brasil: a economia do capitalismo selvagem","BACHA, Edmar"
"Brasil: a economia do capitalismo selvagem","BELLUZZO, Luiz Gonzaga M."
"Brasil: a economia do capitalismo selvagem","CARDOSO DE MELLO, João Manuel"
"Brasil: a economia do capitalismo selvagem","CARDOSO, Fernando Henrique"
"Brasil: a economia do capitalismo selvagem","DINIZ, Eli"
"Brasil: a economia do capitalismo selvagem","BOSCHI, Renato R."
"Brasil: a economia do capitalismo selvagem","DOELLINGER, Carlos von"
"Brasil: a economia do capitalismo selvagem","CASTRO, Hugo B."
"Brasil: a economia do capitalismo selvagem","CAVALCANTE, Leonardo C."
"Brasil: a economia do capitalismo selvagem","ERBER, F. S."
"Brasil: a economia do capitalismo selvagem","TAVARES Jr., J."
